date,campaign_id,platform,ad_type,campaign_objective,target_region,target_age_group,target_gender,impressions,clicks,ctr_percent,spend_usd,cpc_usd,cpm_usd,conversions,conversion_rate_percent,roi,likes,shares,comments,engagement_rate_percent,Year,Month,Day,Quarter,Day_of_Week,Total_Engagement,Cost_Per_Conversion,High_ROI,High_Engagement
2024-06-24,CMP1541,LinkedIn,Banner,Engagement,South America,45-54,Male,5877,132,2.253,302.28,2.29,51.43,3,3.02,2.26,278,16,14,5.241,2024,6,24,2,Monday,308,100.75999999999999,1,1
2024-08-28,CMP1605,TikTok,Story,Lead Generation,South America,35-44,Other,28376,1224,4.317,905.76,0.74,31.92,65,5.31,0.77,1210,101,123,5.054,2024,8,28,3,Wednesday,1434,13.93476923076923,0,1
2024-04-13,CMP1471,TikTok,Banner,Engagement,Asia,45-54,Female,14549,312,2.145,174.72,0.56,12.01,5,1.65,1.74,445,51,37,3.663,2024,4,13,2,Saturday,533,34.944,1,0
2023-08-14,CMP1225,Instagram,Banner,Engagement,Asia,25-34,Other,2555,16,0.642,12.8,0.8,5.01,0,2.15,2.58,151,32,17,7.828,2023,8,14,3,Monday,200,0.0,1,1
2024-10-29,CMP1667,Instagram,Banner,Lead Generation,Africa,55+,Other,15740,117,0.746,37.44,0.32,2.38,5,4.47,0.42,179,19,19,1.379,2024,10,29,4,Tuesday,217,7.4879999999999995,0,0
2023-02-09,CMP1043,YouTube,Carousel,Lead Generation,Oceania,35-44,Other,11409,356,3.121,701.32,1.97,61.47,4,1.3,2.27,211,29,11,2.2,2023,2,9,1,Thursday,251,175.33,1,0
2024-12-10,CMP1710,Google Ads,Search,Brand Awareness,Europe,18-24,Male,5495,176,3.213,98.56,0.56,17.94,5,3.31,1.98,239,52,10,5.478,2024,12,10,4,Tuesday,301,19.712,1,1
2024-06-21,CMP1537,TikTok,Image,Lead Generation,Asia,45-54,Female,19795,316,1.598,243.32,0.77,12.29,5,1.75,0.71,1141,76,67,6.486,2024,6,21,2,Friday,1284,48.664,0,1
2023-08-20,CMP1235,Google Ads,Search,Brand Awareness,North America,55+,Other,14025,507,3.621,740.22,1.46,52.78,2,0.54,2.57,339,50,18,2.902,2023,8,20,3,Sunday,407,370.11,1,0
2024-07-13,CMP1559,Google Ads,Image,Sales Conversion,South America,25-34,Male,4555,76,1.67,22.04,0.29,4.84,1,1.48,1.71,158,13,4,3.842,2024,7,13,3,Saturday,175,22.04,1,0
2024-10-29,CMP1669,Facebook,Banner,Sales Conversion,Asia,35-44,Other,14428,256,1.779,46.08,0.18,3.19,5,2.15,-0.04,687,61,97,5.857,2024,10,29,4,Tuesday,845,9.216,0,1
2023-09-20,CMP1266,LinkedIn,Carousel,App Installs,Europe,45-54,Male,2386,52,2.186,127.4,2.45,53.39,3,7.67,2.25,30,4,2,1.509,2023,9,20,3,Wednesday,36,42.46666666666667,1,0
2023-10-06,CMP1278,Instagram,Carousel,Brand Awareness,Oceania,45-54,Other,5532,119,2.154,132.09,1.11,23.88,5,4.8,0.2,88,13,3,1.88,2023,10,6,4,Friday,104,26.418,0,0
2024-07-10,CMP1557,Twitter/X,Image,Lead Generation,South America,25-34,Male,5708,110,1.929,205.7,1.87,36.04,1,1.64,1.44,78,10,4,1.612,2024,7,10,3,Wednesday,92,205.7,1,0
2024-05-29,CMP1517,TikTok,Search,Sales Conversion,North America,13-17,Other,4632,82,1.788,86.1,1.05,18.59,2,3.59,1.81,218,39,25,6.088,2024,5,29,2,Wednesday,282,43.05,1,1
2023-05-10,CMP1129,Twitter/X,Carousel,Lead Generation,Oceania,25-34,Female,20513,526,2.567,1299.22,2.47,63.34,5,1.04,-0.15,358,45,16,2.043,2023,5,10,2,Wednesday,419,259.844,0,0
2023-05-15,CMP1137,Instagram,Search,Sales Conversion,Oceania,55+,Female,13975,70,0.508,69.3,0.99,4.96,1,1.66,-0.05,587,125,70,5.596,2023,5,15,2,Monday,782,69.3,0,1
2024-06-18,CMP1534,LinkedIn,Video,App Installs,Europe,13-17,Male,16235,89,0.554,199.36,2.24,12.28,3,3.45,2.04,445,69,63,3.554,2024,6,18,2,Tuesday,577,66.45333333333333,1,0
2023-09-25,CMP1269,TikTok,Video,Engagement,Asia,25-34,Male,18954,198,1.049,267.3,1.35,14.1,14,7.11,-0.16,669,40,56,4.036,2023,9,25,3,Monday,765,19.092857142857145,0,0
2024-03-18,CMP1443,LinkedIn,Search,Lead Generation,Oceania,18-24,Female,5555,102,1.842,140.76,1.38,25.34,7,7.74,1.67,231,35,15,5.059,2024,3,18,1,Monday,281,20.108571428571427,1,1
2023-08-08,CMP1222,TikTok,Search,Sales Conversion,South America,25-34,Female,7286,139,1.912,333.6,2.4,45.79,6,4.92,0.53,431,54,46,7.288,2023,8,8,3,Tuesday,531,55.6,0,1
2023-01-15,CMP1014,Facebook,Banner,Sales Conversion,South America,35-44,Male,13694,332,2.427,527.88,1.59,38.55,8,2.61,0.38,490,25,15,3.87,2023,1,15,1,Sunday,530,65.985,0,0
2023-04-08,CMP1100,Google Ads,Image,Sales Conversion,South America,25-34,Female,14755,230,1.561,287.5,1.25,19.48,6,2.94,2.23,159,21,11,1.294,2023,4,8,2,Saturday,191,47.916666666666664,1,0
2024-04-24,CMP1482,Twitter/X,Banner,Sales Conversion,Oceania,18-24,Female,8714,399,4.583,770.07,1.93,88.37,18,4.69,0.82,191,14,22,2.605,2024,4,24,2,Wednesday,227,42.781666666666666,0,0
2023-05-29,CMP1151,Twitter/X,Image,Engagement,South America,13-17,Male,13258,591,4.464,1182.0,2.0,89.15,4,0.84,0.05,672,117,35,6.215,2023,5,29,2,Monday,824,295.5,0,1
2023-10-02,CMP1278,YouTube,Carousel,Brand Awareness,Africa,13-17,Female,17628,274,1.558,608.28,2.22,34.51,15,5.7,1.76,710,91,91,5.06,2023,10,2,4,Monday,892,40.552,1,1
2023-08-07,CMP1218,Instagram,Video,Engagement,South America,35-44,Male,21898,747,3.413,463.14,0.62,21.15,50,6.75,2.08,1101,272,147,6.941,2023,8,7,3,Monday,1520,9.2628,1,1
2024-05-01,CMP1486,Google Ads,Search,Engagement,Asia,45-54,Other,14794,590,3.994,991.2,1.68,67.0,29,4.98,0.26,176,17,26,1.48,2024,5,1,2,Wednesday,219,34.179310344827584,0,0
2024-09-29,CMP1638,TikTok,Video,App Installs,Africa,25-34,Male,33025,1258,3.811,817.7,0.65,24.76,62,4.97,-0.26,1183,247,44,4.463,2024,9,29,3,Sunday,1474,13.188709677419356,0,1
2024-08-28,CMP1606,Instagram,Carousel,Brand Awareness,Africa,35-44,Male,11234,283,2.524,503.74,1.78,44.84,2,0.76,1.29,391,68,28,4.335,2024,8,28,3,Wednesday,487,251.87,0,0
2024-07-23,CMP1571,TikTok,Banner,App Installs,North America,55+,Male,10982,319,2.909,264.77,0.83,24.11,7,2.2,1.94,441,89,35,5.145,2024,7,23,3,Tuesday,565,37.824285714285715,1,1
2023-08-09,CMP1222,Instagram,Image,Sales Conversion,North America,35-44,Female,22630,357,1.578,503.37,1.41,22.24,12,3.44,2.3,865,153,32,4.64,2023,8,9,3,Wednesday,1050,41.9475,1,1
2024-02-13,CMP1410,Twitter/X,Video,Engagement,South America,35-44,Male,13276,184,1.391,314.64,1.71,23.7,12,7.03,2.12,725,171,60,7.201,2024,2,13,1,Tuesday,956,26.22,1,1
2023-09-19,CMP1264,YouTube,Story,Brand Awareness,North America,45-54,Female,15399,633,4.112,1240.68,1.96,80.57,19,3.14,1.73,413,100,57,3.702,2023,9,19,3,Tuesday,570,65.29894736842105,1,0
2024-02-07,CMP1403,Twitter/X,Banner,Engagement,Africa,45-54,Other,13488,245,1.817,120.05,0.49,8.9,12,5.21,-0.26,232,44,31,2.276,2024,2,7,1,Wednesday,307,10.004166666666666,0,0
2023-12-10,CMP1344,YouTube,Carousel,Brand Awareness,Oceania,18-24,Female,2716,76,2.808,175.56,2.31,64.64,2,3.15,2.66,54,5,5,2.356,2023,12,10,4,Sunday,64,87.78,1,0
2024-02-15,CMP1413,TikTok,Story,App Installs,Asia,25-34,Female,13205,319,2.418,504.02,1.58,38.17,8,2.53,0.16,380,26,25,3.264,2024,2,15,1,Thursday,431,63.0025,0,0
2023-08-08,CMP1220,TikTok,Video,App Installs,South America,18-24,Other,4180,48,1.161,36.96,0.77,8.84,2,4.82,1.51,99,18,13,3.11,2023,8,8,3,Tuesday,130,18.48,1,0
2023-03-21,CMP1080,YouTube,Carousel,Brand Awareness,South America,18-24,Male,8885,160,1.812,169.6,1.06,19.09,7,4.48,1.68,504,103,24,7.102,2023,3,21,1,Tuesday,631,24.228571428571428,1,1
2024-08-05,CMP1582,Instagram,Story,Lead Generation,Africa,45-54,Other,6897,284,4.119,93.72,0.33,13.59,13,4.92,2.45,290,48,36,5.423,2024,8,5,3,Monday,374,7.2092307692307696,1,1
2024-08-16,CMP1593,Google Ads,Search,Engagement,Africa,55+,Other,7913,200,2.533,414.0,2.07,52.32,12,6.0,2.97,110,17,4,1.656,2024,8,16,3,Friday,131,34.5,1,0
2024-09-25,CMP1633,Instagram,Banner,Lead Generation,North America,13-17,Female,5731,217,3.803,58.59,0.27,10.22,2,1.15,1.98,60,7,8,1.309,2024,9,25,3,Wednesday,75,29.295,1,0
2023-03-25,CMP1087,Google Ads,Search,App Installs,South America,55+,Female,8188,141,1.732,262.26,1.86,32.03,4,3.12,0.01,293,27,27,4.238,2023,3,25,1,Saturday,347,65.565,0,0
2023-03-30,CMP1092,Twitter/X,Banner,Brand Awareness,South America,45-54,Other,14483,70,0.489,26.6,0.38,1.84,2,3.64,2.39,788,77,77,6.504,2023,3,30,1,Thursday,942,13.3,1,1
2023-04-11,CMP1103,Google Ads,Search,Sales Conversion,Asia,18-24,Other,11907,170,1.428,161.5,0.95,13.56,13,7.69,1.34,392,35,49,3.998,2023,4,11,2,Tuesday,476,12.423076923076923,0,0
2023-01-20,CMP1021,Instagram,Video,Brand Awareness,Asia,18-24,Other,12464,121,0.977,206.91,1.71,16.6,2,1.68,0.09,601,110,49,6.098,2023,1,20,1,Friday,760,103.455,0,1
2023-10-06,CMP1281,Google Ads,Story,App Installs,Oceania,35-44,Female,6635,64,0.976,32.64,0.51,4.92,3,6.11,0.39,116,7,15,2.08,2023,10,6,4,Friday,138,10.88,0,0
2023-04-22,CMP1111,LinkedIn,Story,Lead Generation,North America,25-34,Female,16105,670,4.164,1353.4,2.02,84.04,51,7.75,2.1,960,173,53,7.364,2023,4,22,2,Saturday,1186,26.537254901960786,1,1
2023-06-23,CMP1177,TikTok,Story,Lead Generation,North America,55+,Male,2992,119,3.992,185.64,1.56,62.05,6,5.43,1.08,100,22,10,4.412,2023,6,23,2,Friday,132,30.939999999999998,0,1
2024-09-05,CMP1617,LinkedIn,Image,App Installs,Europe,18-24,Female,3581,79,2.215,159.58,2.02,44.56,6,7.65,2.57,174,23,25,6.199,2024,9,5,3,Thursday,222,26.596666666666668,1,1
2023-08-01,CMP1212,LinkedIn,Carousel,Engagement,North America,35-44,Male,13010,383,2.949,631.95,1.65,48.57,22,5.9,1.76,464,51,49,4.335,2023,8,1,3,Tuesday,564,28.725,1,0
2024-07-14,CMP1563,Instagram,Search,Sales Conversion,Africa,25-34,Other,27845,480,1.725,892.8,1.86,32.06,25,5.32,2.42,761,85,76,3.311,2024,7,14,3,Sunday,922,35.711999999999996,1,0
2024-11-05,CMP1675,Facebook,Search,Sales Conversion,Oceania,55+,Female,14579,470,3.228,794.3,1.69,54.48,10,2.32,1.34,248,18,28,2.017,2024,11,5,4,Tuesday,294,79.42999999999999,0,0
2023-12-23,CMP1359,Instagram,Story,Lead Generation,Africa,18-24,Female,8401,227,2.712,192.95,0.85,22.97,9,4.03,0.83,330,34,46,4.88,2023,12,23,4,Saturday,410,21.438888888888886,0,1
2023-07-18,CMP1198,Facebook,Banner,Brand Awareness,North America,18-24,Female,9793,152,1.553,313.12,2.06,31.97,9,6.33,0.29,123,27,4,1.573,2023,7,18,3,Tuesday,154,34.791111111111114,0,0
2024-03-26,CMP1451,Twitter/X,Carousel,App Installs,Oceania,25-34,Male,3422,75,2.202,94.5,1.26,27.62,2,3.6,1.39,142,19,20,5.289,2024,3,26,1,Tuesday,181,47.25,1,1
2023-12-24,CMP1361,Instagram,Carousel,Sales Conversion,North America,35-44,Male,18353,719,3.918,294.79,0.41,16.06,30,4.3,1.69,228,55,28,1.695,2023,12,24,4,Sunday,311,9.826333333333334,1,0
2023-01-23,CMP1025,Twitter/X,Image,App Installs,Africa,25-34,Male,10479,342,3.267,595.08,1.74,56.79,5,1.54,1.61,403,90,30,4.991,2023,1,23,1,Monday,523,119.016,1,1
2023-03-06,CMP1068,YouTube,Banner,Engagement,Africa,35-44,Male,7365,46,0.638,112.24,2.44,15.24,1,2.98,0.09,283,65,35,5.2,2023,3,6,1,Monday,383,112.24,0,1
2023-03-05,CMP1064,TikTok,Search,Engagement,South America,35-44,Female,6356,257,4.052,179.9,0.7,28.3,1,0.51,2.2,376,79,32,7.662,2023,3,5,1,Sunday,487,179.9,1,1
2023-01-10,CMP1010,Google Ads,Carousel,Engagement,North America,13-17,Other,2682,19,0.73,8.36,0.44,3.12,0,2.23,-0.13,112,10,5,4.735,2023,1,10,1,Tuesday,127,0.0,0,1
2023-09-03,CMP1245,Twitter/X,Banner,Sales Conversion,South America,55+,Female,7734,62,0.812,47.74,0.77,6.17,4,7.68,1.6,450,93,52,7.693,2023,9,3,3,Sunday,595,11.935,1,1
2024-06-13,CMP1532,LinkedIn,Story,App Installs,Africa,55+,Other,4079,138,3.404,190.44,1.38,46.69,5,3.84,2.97,74,6,5,2.084,2024,6,13,2,Thursday,85,38.088,1,0
2023-04-06,CMP1098,Twitter/X,Carousel,Engagement,North America,13-17,Male,10140,356,3.519,270.56,0.76,26.68,10,3.08,2.97,291,58,24,3.679,2023,4,6,2,Thursday,373,27.056,1,0
2024-01-06,CMP1370,Instagram,Story,Brand Awareness,Africa,55+,Female,17936,773,4.313,1383.67,1.79,77.14,29,3.81,0.57,560,130,74,4.26,2024,1,6,1,Saturday,764,47.712758620689655,0,0
2024-01-03,CMP1367,Instagram,Story,Brand Awareness,North America,13-17,Other,24385,546,2.24,1212.12,2.22,49.71,34,6.23,1.68,1095,145,82,5.421,2024,1,3,1,Wednesday,1322,35.650588235294116,1,1
2024-11-20,CMP1689,TikTok,Search,Lead Generation,Europe,35-44,Other,9136,154,1.69,107.8,0.7,11.8,11,7.64,0.57,514,75,42,6.907,2024,11,20,4,Wednesday,631,9.799999999999999,0,1
2024-04-09,CMP1467,YouTube,Story,Engagement,Asia,55+,Other,3184,70,2.204,15.4,0.22,4.84,2,3.06,0.96,92,16,7,3.612,2024,4,9,2,Tuesday,115,7.7,0,0
2023-11-28,CMP1334,Twitter/X,Video,Brand Awareness,Asia,25-34,Female,2491,65,2.623,73.45,1.13,29.49,2,3.45,2.01,143,32,6,7.266,2023,11,28,4,Tuesday,181,36.725,1,1
2023-03-04,CMP1063,Twitter/X,Search,Sales Conversion,South America,18-24,Female,18104,398,2.201,680.58,1.71,37.59,31,7.84,2.1,763,89,26,4.85,2023,3,4,1,Saturday,878,21.9541935483871,1,1
2024-10-25,CMP1666,YouTube,Image,Lead Generation,Africa,18-24,Male,8101,158,1.959,120.08,0.76,14.82,10,6.64,0.05,287,16,17,3.95,2024,10,25,4,Friday,320,12.008,0,0
2024-09-05,CMP1614,Twitter/X,Banner,App Installs,Oceania,45-54,Female,7894,109,1.391,135.16,1.24,17.12,3,3.62,0.38,156,38,5,2.521,2024,9,5,3,Thursday,199,45.053333333333335,0,0
2024-10-09,CMP1648,Google Ads,Story,Brand Awareness,Europe,35-44,Male,19485,347,1.784,437.22,1.26,22.44,14,4.07,0.91,898,106,41,5.363,2024,10,9,4,Wednesday,1045,31.23,0,1
2023-02-17,CMP1047,TikTok,Carousel,Engagement,Africa,55+,Male,3375,135,4.027,229.5,1.7,68.0,3,2.27,0.02,130,20,6,4.622,2023,2,17,1,Friday,156,76.5,0,1
2024-06-03,CMP1520,Facebook,Image,Engagement,Oceania,35-44,Female,10513,157,1.498,207.24,1.32,19.71,12,7.66,0.23,408,42,13,4.404,2024,6,3,2,Monday,463,17.27,0,1
2024-07-18,CMP1564,Facebook,Banner,Lead Generation,Oceania,13-17,Female,12777,477,3.739,562.86,1.18,44.05,29,6.17,0.64,445,54,51,4.305,2024,7,18,3,Thursday,550,19.40896551724138,0,0
2023-08-30,CMP1242,Google Ads,Image,Engagement,Africa,45-54,Other,2251,37,1.659,46.99,1.27,20.88,2,6.18,1.31,85,6,10,4.487,2023,8,30,3,Wednesday,101,23.495,0,1
2024-07-11,CMP1557,TikTok,Banner,Sales Conversion,Africa,25-34,Female,11266,268,2.386,391.28,1.46,34.73,15,5.85,2.97,471,90,47,5.397,2024,7,11,3,Thursday,608,26.08533333333333,1,1
2024-10-03,CMP1644,Facebook,Image,App Installs,South America,18-24,Female,15808,416,2.637,611.52,1.47,38.68,24,5.82,1.78,839,130,36,6.358,2024,10,3,4,Thursday,1005,25.48,1,1
2024-10-23,CMP1664,LinkedIn,Banner,Lead Generation,Africa,25-34,Other,24765,1173,4.737,797.64,0.68,32.21,32,2.76,2.83,1008,177,80,5.108,2024,10,23,4,Wednesday,1265,24.92625,1,1
2024-05-21,CMP1506,Twitter/X,Image,App Installs,Asia,25-34,Male,11647,94,0.815,26.32,0.28,2.26,4,4.38,0.62,159,32,6,1.691,2024,5,21,2,Tuesday,197,6.58,0,0
2023-02-05,CMP1036,LinkedIn,Image,Sales Conversion,Oceania,18-24,Other,18488,314,1.701,574.62,1.83,31.08,15,5.05,-0.01,810,50,82,5.095,2023,2,5,1,Sunday,942,38.308,0,1
2023-10-31,CMP1303,TikTok,Search,Sales Conversion,Africa,55+,Female,10888,241,2.222,137.37,0.57,12.62,13,5.42,-0.21,195,44,16,2.342,2023,10,31,4,Tuesday,255,10.566923076923077,0,0
2023-04-17,CMP1108,Twitter/X,Banner,Engagement,Asia,35-44,Female,15744,379,2.412,242.56,0.64,15.41,19,5.06,2.09,451,75,40,3.595,2023,4,17,2,Monday,566,12.766315789473685,1,0
2023-01-22,CMP1025,YouTube,Image,App Installs,North America,55+,Male,8100,415,5.129,659.85,1.59,81.46,28,6.93,1.92,246,55,13,3.877,2023,1,22,1,Sunday,314,23.56607142857143,1,0
2024-09-19,CMP1628,Google Ads,Video,Lead Generation,South America,55+,Other,13437,95,0.708,130.15,1.37,9.69,3,3.21,1.6,645,102,54,5.961,2024,9,19,3,Thursday,801,43.38333333333333,1,1
2023-08-24,CMP1236,YouTube,Banner,Sales Conversion,Oceania,55+,Male,12443,365,2.936,788.4,2.16,63.36,8,2.29,1.53,640,143,41,6.622,2023,8,24,3,Thursday,824,98.55,1,1
2024-08-18,CMP1597,Instagram,Story,Engagement,North America,45-54,Male,16131,214,1.327,314.58,1.47,19.5,12,5.71,0.44,727,38,68,5.164,2024,8,18,3,Sunday,833,26.215,0,1
2023-02-01,CMP1031,YouTube,Video,Lead Generation,Asia,13-17,Male,9140,319,3.496,414.7,1.3,45.37,18,5.69,0.56,376,81,19,5.208,2023,2,1,1,Wednesday,476,23.038888888888888,0,1
2023-02-24,CMP1056,TikTok,Carousel,App Installs,North America,18-24,Male,10836,293,2.704,562.56,1.92,51.92,19,6.58,-0.19,361,64,46,4.347,2023,2,24,1,Friday,471,29.608421052631577,0,0
2024-03-20,CMP1448,Twitter/X,Search,App Installs,Oceania,25-34,Male,11296,195,1.731,62.4,0.32,5.52,14,7.19,0.7,552,118,81,6.648,2024,3,20,1,Wednesday,751,4.457142857142857,0,1
2024-04-21,CMP1478,Google Ads,Story,App Installs,South America,18-24,Male,2710,121,4.482,134.31,1.11,49.56,2,2.44,2.76,124,7,12,5.277,2024,4,21,2,Sunday,143,67.155,1,1
2024-08-06,CMP1586,Twitter/X,Search,Lead Generation,North America,55+,Other,12664,520,4.111,78.0,0.15,6.16,38,7.35,0.13,675,103,34,6.412,2024,8,6,3,Tuesday,812,2.0526315789473686,0,1
2023-03-19,CMP1080,Instagram,Story,Brand Awareness,North America,35-44,Male,23282,869,3.735,156.42,0.18,6.72,53,6.11,0.0,535,85,45,2.856,2023,3,19,1,Sunday,665,2.951320754716981,0,0
2024-07-08,CMP1556,LinkedIn,Image,Lead Generation,Europe,55+,Male,17931,208,1.163,461.76,2.22,25.75,9,4.62,1.14,1018,216,42,7.116,2024,7,8,3,Monday,1276,51.306666666666665,0,1
2023-11-30,CMP1335,YouTube,Carousel,App Installs,Europe,45-54,Female,21028,358,1.704,698.1,1.95,33.2,12,3.63,0.74,960,135,108,5.721,2023,11,30,4,Thursday,1203,58.175000000000004,0,1
2024-12-11,CMP1714,Twitter/X,Banner,Engagement,Oceania,45-54,Female,8779,233,2.657,456.68,1.96,52.02,13,5.83,0.09,365,19,13,4.522,2024,12,11,4,Wednesday,397,35.12923076923077,0,1
2024-07-07,CMP1557,LinkedIn,Story,Brand Awareness,North America,45-54,Female,3633,152,4.195,311.6,2.05,85.77,4,3.09,-0.13,161,14,13,5.175,2024,7,7,3,Sunday,188,77.9,0,1
2024-02-02,CMP1398,YouTube,Carousel,Sales Conversion,Europe,13-17,Female,5302,246,4.641,506.76,2.06,95.58,1,0.54,1.96,114,27,10,2.848,2024,2,2,1,Friday,151,506.76,1,0
2024-04-10,CMP1468,Twitter/X,Search,Brand Awareness,North America,18-24,Female,1474,36,2.457,56.52,1.57,38.34,2,7.01,1.24,67,5,8,5.427,2024,4,10,2,Wednesday,80,28.26,0,1
2024-12-11,CMP1711,Twitter/X,Banner,Brand Awareness,North America,13-17,Male,3300,43,1.331,75.68,1.76,22.93,1,3.55,0.19,62,6,8,2.303,2024,12,11,4,Wednesday,76,75.68,0,0
2024-10-23,CMP1664,Twitter/X,Banner,App Installs,North America,45-54,Female,9829,407,4.144,166.87,0.41,16.98,16,4.09,1.4,309,71,27,4.141,2024,10,23,4,Wednesday,407,10.429375,1,0
2023-08-06,CMP1218,Facebook,Banner,Engagement,Asia,18-24,Female,17928,667,3.724,540.27,0.81,30.14,50,7.51,-0.21,374,54,29,2.549,2023,8,6,3,Sunday,457,10.805399999999999,0,0
2024-10-27,CMP1667,Twitter/X,Search,App Installs,North America,25-34,Other,4856,210,4.334,281.4,1.34,57.95,11,5.65,2.77,79,6,7,1.895,2024,10,27,4,Sunday,92,25.58181818181818,1,0
2023-12-08,CMP1344,YouTube,Carousel,App Installs,Asia,45-54,Male,18589,279,1.506,652.86,2.34,35.12,2,1.05,1.23,370,44,41,2.448,2023,12,8,4,Friday,455,326.43,0,0
2024-10-21,CMP1659,Twitter/X,Image,Brand Awareness,North America,45-54,Female,15095,276,1.834,215.28,0.78,14.26,3,1.32,1.29,508,32,26,3.75,2024,10,21,4,Monday,566,71.76,0,0
2023-03-28,CMP1088,Instagram,Video,Brand Awareness,North America,45-54,Other,18110,546,3.017,977.34,1.79,53.97,43,7.97,-0.25,502,53,30,3.23,2023,3,28,1,Tuesday,585,22.728837209302327,0,0
2023-04-19,CMP1109,YouTube,Video,Engagement,North America,25-34,Female,20381,235,1.156,152.75,0.65,7.49,12,5.19,2.38,541,45,29,3.018,2023,4,19,2,Wednesday,615,12.729166666666666,1,0
2023-11-14,CMP1319,TikTok,Story,Engagement,Europe,13-17,Female,9319,180,1.942,396.0,2.2,42.49,3,1.78,0.96,506,26,72,6.481,2023,11,14,4,Tuesday,604,132.0,0,1
2023-10-29,CMP1305,Google Ads,Banner,Lead Generation,Asia,55+,Other,17522,284,1.622,258.44,0.91,14.75,8,3.15,1.67,278,56,40,2.134,2023,10,29,4,Sunday,374,32.305,1,0
2023-07-15,CMP1197,LinkedIn,Banner,Lead Generation,North America,45-54,Other,2646,98,3.717,163.66,1.67,61.85,6,6.6,1.42,121,27,14,6.122,2023,7,15,3,Saturday,162,27.276666666666667,1,1
2023-05-08,CMP1127,Instagram,Carousel,Sales Conversion,South America,45-54,Other,13066,113,0.867,238.43,2.11,18.25,6,5.62,1.3,724,40,51,6.238,2023,5,8,2,Monday,815,39.73833333333334,0,1
2024-11-21,CMP1694,Google Ads,Image,Sales Conversion,Oceania,45-54,Male,10769,325,3.021,799.5,2.46,74.24,3,0.98,0.62,425,85,58,5.274,2024,11,21,4,Thursday,568,266.5,0,1
2024-04-18,CMP1473,LinkedIn,Search,Lead Generation,Europe,55+,Other,11646,179,1.539,381.27,2.13,32.74,6,3.53,1.75,263,37,13,2.688,2024,4,18,2,Thursday,313,63.544999999999995,1,0
2024-09-25,CMP1633,LinkedIn,Carousel,Lead Generation,Oceania,45-54,Male,3748,110,2.935,49.5,0.45,13.21,6,5.49,1.18,78,11,8,2.588,2024,9,25,3,Wednesday,97,8.25,0,0
2023-05-20,CMP1141,Google Ads,Story,Brand Awareness,North America,13-17,Female,10932,256,2.342,87.04,0.34,7.96,10,4.0,2.26,142,27,18,1.711,2023,5,20,2,Saturday,187,8.704,1,0
2024-07-09,CMP1557,Google Ads,Carousel,Sales Conversion,Asia,18-24,Male,14055,521,3.707,1250.4,2.4,88.96,8,1.57,2.08,255,51,14,2.277,2024,7,9,3,Tuesday,320,156.3,1,0
2023-06-07,CMP1160,YouTube,Video,Sales Conversion,North America,25-34,Other,11635,70,0.609,86.1,1.23,7.4,5,7.73,2.44,213,44,10,2.295,2023,6,7,2,Wednesday,267,17.22,1,0
2023-03-20,CMP1080,Instagram,Video,Engagement,Oceania,35-44,Other,15294,409,2.677,556.24,1.36,36.37,23,5.75,1.34,627,146,41,5.322,2023,3,20,1,Monday,814,24.184347826086956,0,1
2023-06-20,CMP1172,Twitter/X,Story,Lead Generation,Asia,13-17,Other,9901,461,4.661,857.46,1.86,86.6,7,1.63,0.85,378,24,16,4.222,2023,6,20,2,Tuesday,418,122.49428571428572,0,0
2024-11-24,CMP1694,YouTube,Story,Sales Conversion,North America,25-34,Other,22138,141,0.637,344.04,2.44,15.54,2,1.42,0.24,875,186,43,4.987,2024,11,24,4,Sunday,1104,172.02,0,1
2023-03-15,CMP1075,Google Ads,Story,Lead Generation,South America,13-17,Other,15954,677,4.244,196.33,0.29,12.31,40,5.97,0.79,680,72,66,5.127,2023,3,15,1,Wednesday,818,4.908250000000001,0,1
2024-07-26,CMP1576,Instagram,Banner,Lead Generation,South America,13-17,Male,22011,1008,4.584,1401.12,1.39,63.66,70,7.03,2.89,1319,266,116,7.728,2024,7,26,3,Friday,1701,20.016,1,1
2023-06-23,CMP1177,Instagram,Image,App Installs,Europe,25-34,Other,23351,416,1.783,865.28,2.08,37.06,30,7.26,0.05,1276,114,151,6.599,2023,6,23,2,Friday,1541,28.842666666666666,0,1
2023-11-10,CMP1315,TikTok,Video,Engagement,South America,55+,Male,5851,68,1.175,23.8,0.35,4.07,4,6.54,1.31,104,20,7,2.239,2023,11,10,4,Friday,131,5.95,0,0
2024-05-15,CMP1503,LinkedIn,Banner,Brand Awareness,Asia,55+,Male,11372,275,2.423,82.5,0.3,7.25,17,6.39,0.12,582,107,68,6.657,2024,5,15,2,Wednesday,757,4.852941176470588,0,1
2023-05-27,CMP1147,Google Ads,Banner,App Installs,Oceania,45-54,Female,4842,165,3.409,59.4,0.36,12.27,10,6.33,1.56,210,24,16,5.163,2023,5,27,2,Saturday,250,5.9399999999999995,1,1
2024-02-20,CMP1419,TikTok,Image,Sales Conversion,South America,25-34,Male,20525,298,1.454,649.64,2.18,31.65,15,5.11,1.11,1051,150,135,6.509,2024,2,20,1,Tuesday,1336,43.309333333333335,0,1
2024-09-12,CMP1620,TikTok,Search,Engagement,Africa,25-34,Male,19516,556,2.849,550.44,0.99,28.2,34,6.22,2.21,314,44,42,2.05,2024,9,12,3,Thursday,400,16.189411764705884,1,0
